text,label
"btw, chtěl jsem to po operátorovi a ten mi řekl, že to NELZE",1
Vpustili jsme!,1
"Nabízet krajíc chleba tomu kdo má žízeň, by bylo stejné jako vysvětlovat Vám, proč tomu tak je...",0
Gratuluju!!! Tak ať jsou prcek i maminka v pořádku!:),2
Krásný kus.,2
Paráda...konečně přehledné :),2
"už vidím jak se těším na moře a dovolenou budu v bazénu,který mám doma :D",1
Aspon je na sloníky lepší výhled,1
Těším se až se v budoucnu přijedu podívat na slůňata i do Prahy!,2
"Ano, taky se mi to tak zdá :D",1
"Ty boty jsou pekne,ani ty veci k zahozeni nejsou:-)",2
"To je hodně odvážný a hodně drzý, asi jo, radši suchý a faktický popisky.",1
přesně tak,1
Kdyby ta fotka alespoň po technické stránce za něco stála...,0
"viděla jsem i dražší třeba za 579,90Kč",1
Sports Tracker a Workout Trainer by určitě byly zajímavé :D,1
"V tom případě by mě zajímalo, kde udělali soudruzi z NDR chybu :-)",1
Pavel Šorf: Díky za info.,2
Lépe se bavit s člověkem jak s automatem! :-),1
(ale ve skutečnosti jde o h...o :-) ),1
Tady strááášně rád nakupuji.Mají přehledné stránky.A dobré ceny.,2
"""fotečky"" - hrozné slovo, zkuzte něco lepšího, nebo myslíte, že to je frikulín? :-/",0
no ja sem zvedav na odpoved bo mam +- stejny problem vodafone nejak rychle papa fup....,1
"No to je teda novinka, to máte každé léto a máte to již od června zas minimálně.",0
"na drouhou stranu, telefon jiz byl vyroben, tj odpad uz davno existuje, a tim, ze se koupi jinej se to nezachrani",0
Mohu použít tel. číslo *33 pro přenos mobilního cisla kterému konci smlouva?,1
"krásná, přeji jí tedy hodně let krásného života....",2
Pro O2:Prosím jak to vypadá ve Strakonicích?,1
"kurnik šopa, proč není McDonald ve Znojmo ?! ?! ?! :'(",0
Nečapujeme žádné kofotiny :),1
"Pořád to nevysvětluje to, proč moje kódy tvrdnou na naší poště a nejsou alespoň na cestě... :(",0
"spíš úplný lumpové, když se zrovna neválí tak se hádaj nebo lezou lidem do tašek a do kočárků:-))",0
"bez signálu, který nemám pokaždé, když vyjedu někam mimo město.. :-/",0
ty krasomile jeden v mekáči je to suprovííí XD,2
A za kolik je ten slevněný Wrap ??,1
"...škoda, že jsem náročný :D",1
bez zpětný :D,1
Hezká fotka copak si asi pan krokodýl myslí,2
jj ale jedině z rumem dneska :D,1
"O2 CZ: Děkuji, odesláno.",2
"Těch aplikací je tolik, že by jste měli vybrat jen ty nejužívanější. Na to ""moje O2"" se rád juknu......",1
":D :D :D Tak tenhle vtip něco jen tak nepřebije. O2, máte bod! :D:D:D",2
v plyšovém medvídku který má na bříšku zip kupodivu jsem ho našla asi až po roce náhodou xDxDxD opravdu potěšující překvapení.,2
:DD Pěkná reklama),2
"fuj ,zkousela jsem jednou, je to hnusné a strasně mastné, jak to může někdo pozřít to nechápu",0
z těch co jsou na obrázku pouze 2 a dohromady 10 za 12 let,1
"všichni jsou miláčci, ale Kašík je jednička ! :-)",2
"Leták? Myslím že by bylo lepší jiný slovo, teď si u vás budu s letákem připadat jak důchodce s letákem v kauflandu :DDD",1
s Kofolou bude léto osvěžujícíííí...:-),2
"Vendulo, zkus stáhnout z marketu nějaký unzip urcite jich tam bude spousta :)",1
..jehéé :-)..děkuju :-),2
Horst Fuks by to střelil za ještě míň !!!! :D,1
"Jinak nechápu komentáře ve stylu hnusné a nevhodné...proč?? Navíc jejich koupě není snad podmínkou prohlídky, ne?",0
Nefungují Vám telekomunikační služby. Královéhradecký kraj,1
Pretizena 3G sit zacina byt i v Brne,1
To je velmi pěkné,2
"5D kino, 4D popkorn! Budou na to stačit 3D lístky?! :-)",1
"bylo, v květnu :D",1
"Super, moc gratuluji a držím palce ať vše dobře dopadne",2
Je to hezké,2
kudy že se tam jede?? ;)) :D,1
A odpovídá tu vůbec někdo? :-P,1
už jdu stepovat před krám a čekat kdy jim tam dojde :),1
"Jůůůů, děkujeme, že jste nás vybrali do užšího výběru, 200 Kč dobrých, ale navíc to už asi nedotáhneme, nevadí, i tak moc děkujeme <3",2
potřeboval bych pomoct se straceným telefonem se sítí O2 tak jestli by ste mi mohli nějak pomoct tak bych byl rád a děkuju patrik...,1
"mě už to jede, i MMS ....",1
"Jéé, Kostelec nad Orlicí - tam jsem chodila do školy ;). Jinak tulipány jsou moc krásné :), moje oblíbená květina :)",2
Tak to se na ně přijdem podívat. :-)),1
Tahle dvojka nemá chybu...vždy se pobavím.,2
"díky, ale stejně..nejméně bylo potřeba 14 bodů na tabulku, tak proč posílat 13 a pak čekat, co kde seženu...",1
"Maska je báječná, moc doporučuju!",2
Taky jsme sháněli pěnoknír ale nikde v okolí Moravské Třebové snad není :(,0
"Dobrý den, vašeho kontaktu, rozhodně ráda využiji. Nyní jsem dorazila zpět do kanceláře z Vaší pobočky, kde nemají pravomoc se o mě starat.",1
"Děkuji,čím dřív, tím líp chceme s přítelem tarif u o2 s tímto telefonem",2
Sbíhají ... jen kdyby to tak opravdu vypadalo na tácku!! =oP,1
"Už jsem se ptala a žádná odpověď. V zoo by mělo být 6 mláďat, která se narodila minulý rok, ale kde jsou?",1
"tak to by chtělo pořádnou""vopici"":-))))vše nej.nej.nej.ty zvířátko nádherný!!!!!!!!!",2
"tam mate s manzelkou stejny musle, meli jste z toho udelat jednu polici :)",1
"Lentilkovou jsem dneska měla , je Strasne dobra , doporucuju !! ;))",2
"dobrý den, máme s bráškou problém, máme zlatou vstupenku, ale nevíme jak máme kód na ní použít :)",1
"Já chci jenom sekundární mobil s nfc, když už budu přecházet",1
kdyby nekdo mel X nebo R .... mel bych zajem. Cenu nabidnete.,1
nebo při chlastu :D muze byt i s KOFOLOU ;),1
"Když ji miluješ, není co řešit! ;P :D :*",2
Kdy budete pokrývat nová místa v ČR signálem 3G? Díky za odpověd,1
"U nás doma tomu říkáme ""Na štáflíčky"" a manžel ""Na krajíce"".Sní Milku jako chleba:-)))",2
Náhodou reklamy jsou super,2
taky mi nejde hrát aplikace se stále načítá,0
nesmí chybět v mých oblíbených :),2
Praskající je nejlepšííííí,2
Pěkně :) za jak dlouho od vyhlášení dojel?,2
"a je ticho po pěšině,jednání jak s póvlem....",0
Jedině Ježíšek!!!!!,1
platí vysvědčení z Anglie?,1
"@Daniel Štraub:@Mobilní novinky: Jen dodatek, ne vždy je chyba na straně operátora ;)",1
"nevím, proč bych nemohla se psem všude, s dětmi se taky všude může a to jsou kolikrát nevychovanější než pes",0
odkaz na švýcarské inkousty ? Z těch si ty drinky asi nenamíchám :-D,1
"Toto upozornění mi přišlo také, přitom takovou službu jsem nikdy neužívala. Trochu pořádek byste si tam u Vás měli udělat...",0
DUGGIE - vyslovnost dudzyy,1
Já už mám nervy na ně!!!!!,0
a kam jste co vyplnovali?mě se teda nic na vyplněn neukázalo,1
mam jí a nic moc to teda neni....znám lepsi....,0
"jak ste to dokázala ? mě to prostě hlásí ,že se spojení nepodařilo ani za těch 19 kč ....",1
"O ničem, taky mě to zklamalo...",0
"řekla bych, že máte smolíčka pacholíčka :)",0
"Moc se těším, moc se mi líbí Zoo Praha!",2
asi jim zhasli a mají večerku :(,1
Aha. Díky moc . A kde se k tomu dostanu?,1
to nikdo neví :p,1
Výměna je zadarmo. Většinou simku oříznou hned v obchodě nebo vám dají novou.,1
"To chcete jako rict, ze tak velka firma jako je VF nema minimalne jeste jednu zalozni linku?",0
"jako ale já už to nechápu:D jednou smska za 50halířu podruhy za korunu, pak za 40 jako no stres:D",1
"Děkuji, nevím, kdy to je?",1
kdy zase bude sýrová sezona ???,1
"Tak na pankráci sem ho chytil ale pozde...bylo 14:34 a uz ho nekdo chytil, docela brzy",1
"Danieli, jste opravdu ukázkový šašek. Bavíte mě svými příspěvky a obdivuji Vás za to, že se tu neustále dokážete ztrapňovat.",0
Proc jsem dnes snidal guláš ? :D,1
"Spokojen budete, pouze pokud odejdete :)",0
jsem jim říkal ať to nehulej....... :D,1
Ano již jsem to řešil telefonicky se zaměstnanci dané prodejny.,1
"doba imessage, whatts app, viber - spíš je aktuální bavit se o neomezeném internetu, který je v zahraničí standartní...",1
Ješiš šmaljá . to je loštomilý .. :D :)) Gratuluji :),2
Prosíme nesrovnávejte naše ceny s britskými ale pouze s naší konkurencí v čr... Tak tohle mě odrovnalo :D,0
"Takovejch kuchařů v nabídce, že bych si také nějakou tu sadu koupila? :D",1
"ja, kterej na tom mekaču dělam, bych řekl že by ho mohli zase dat zpatky.. je to totiž jediny co se tam da jest :P",1
"Báro takže jsem vyhral, je to rodnej list?:D",1
"Dobrý den, chtěla bych se zeptat, kde najdu nějaký zákaznický email vodafone??? Děkuji za odpověď",1
snad zprovozni na všechny prohližeče-(( každopadně čekam zda na email dojde odpověd))) mě se když chci hrat jen mota a eror,1
lidi všechno bude i ty sloni a slonice a slonicema s slůňatama :-) já být čecha jako poleno :-D,1
"Já ho teda nejedla, ale přítel říkal, že je to hnus první třídy :D",0
"Přeci tu nemůžeme všichni čekat třeba další 2,5h do západu slunce :-(",1
"Mel sis strvat na svem a z prodejny neodejit, dokud prodavaci nezavolaji nekomu kompetentnimu ci na centralu ...",1
"nezájem,absolutní,já taky budu dělat mrtvého brouka až budu muset platit fakturu,ale to by bylo stříh,a byl bych bez tel.",0
a co pristi rok myslite ze to pujde?,1
Děkuju moc skusím :),2
Leni jste poklad moc moc děkuji <3,2
"Dobrý den,rád bych se zeptal co je k potřeba k adopci zvířátka?",1
Marusko tak všechno nejlepší :-),2
"jééé proč želvičce někdo nepomůže,chudinka....",0
Paseky nad Jizerou ;),1
"Máme tě rádi a děkujeme, že jsi.",2
to mi ježíšek asi nedonese,1
to je pěknéé,2
"Nepřipomíná Vám to Potěmkinovu vesnici? Na první pohled hezký web, ale jinak......",0
tak přece jen se to podařilo.... :o),2
Ty už nekupuješ AVON?,1
akorad ty zviratka mucite a tyrate stop zoo pustte je do volny prirody myslite ze je jim u vas lip než ve volny prirode ja myslim ze ne,0
"dobry den,jak dlouho bude trvat prosim vypadek?Zrovna dnes se mi to vubec nehodi",1
Ještě bych se chtěl zeptat jestli je na prodejně Motorola RAZR.,1
"Ze je to bavi,idioti,radsi pujdu na pivko,než někde stepovat,kvůli nějaky drahý zbytečnosti...",0
"O batoh bych se tak nebála, těch je ještě cca 900 ks.:)",1
"A co jsi čekala? Gramatika se řeší vždy a všude. Nevím, ale asi je to nový trend nebo co.",1
Krásné a dojemné :-).,2
nejtrapnejsi reklama vsech.chci zivot bez reklam.to jste se vyznamenali,0
Ahoj lidiii najde u Vás 21 bodíků na čepičku pro mojí neteř.. našel by se někdo takovej? :o) budu jedině rád :),1
jsou to kluci šikovní :),2
A musí se tam super souložit :D,2
"Jirko, zaplatils pozdě tak to se vyplatí ne? ;)",1
moc chci takovou akci i v Ostravě :),2
njn jedině že tam zavoláš a budeš si stěžovat :D,1
A Jana už je raději zase ve své ulitě :-D,1
Dosti velký nepoměr služby k ceně...,0
protože si to jiná čokoláda nezaslouží :-))),2
"Nevim,odkud to mate,ale po vycerpani fup limitu se nic navic neplati!rychlost se sice snizi,ale na zaklad to staci!",0
udělal sem .. nešlo .. pak kolem 1-2 ráno mi začly chodit SMSky jak o život .. takže zase nějaký výpadek na straně Vodafonu ..,0
"taky a když jsem dohrála, místo výhry bílá obrazovka",0
"Také jsem je, bohužel, při žádné návštěvě ZOO neviděla...",0
"Posíláte to radši doporučeně, aby byla trochu jistota, že to dojde? Vím, že se bohužel v takovýchto soutěžích občas na poště něco ztratí:-(",1
To byla akce...,1
a kterých já bych se podívala,1
"sms dorazila,pripojili jsme se pres mobilní sít a opět na stránce je chyba,tak nevím,nevím",1
dávám přednost jinému telefonu než iphonu,1
"zatím ještě nikomu nic nedošlo a pochybuji,že se jim všechny zásilky vrátili zpět",0
"Dekuji za odpoved, jeste jsem se chtel zeptat jaka je rychlost pred vycerpanim dat.",1
"O 7 miliard chudsi, se nedivim ze se z toho zblaznili.",1
Proč už není snackwrap?!,0
"našel jsem si práci, udělal řidičák...takže to vidím na KOFOLU",2
opravdu krásné hrátky ......,2
"Musím říct, že ten Váš MMS Editor voubec nejni špatnej !",2
..dobry:) idem si kupit novu kofolu:)),2
"aha, aha...tak to je jina! nicmene, akcni nabidky do mailu uvitam :-) diky za info!",2
"Dobře, ukázal a řekl jsem to synovi. Hned měl lepší náladu ;)",1
Jste se s T-Mobile CZ shodli. Oba vzdáváte Making of. Zvířata mám rád.,1
prasknul ji jeden inplantát =),1
"Tak me mapa na chromu sla,ale nez sem tam dojel,bylo pozde.Zase.",1
"s tou cenou jste dost přestřelili, to si rovnou koupím Häagen-Dazs a ta za ty prachy opravdu stojí",0
nefunguje síť-je problém u mě nebo ještě u někoho jiného!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
ještě je uvnitř.,1
Dobrý den Chtěl sem se zeptat jesly vám prišla obálka Identifikační číslo je 1768263327 posílal sem to 4.9,1
"99,- menu myslím..",1
Já jsem pro Vendu.,1
Riuš 3x to bylo než jsme změnili operátora :D pak už nevím,1
já mám hlad xD,1
"ale jinak Tonda, uplně to zněj vyzařuje",1
Ta kravička vypadá krásně a po tě čokoládkách se jenom zbíhají sliny! Moc si to užijte! :-),2
"Scháním 7bodů,nemáte někdo navíc???Prosím :-( 1767369181",1
Já jinak problémy s O2 nemám. :),2
zkusím vystihout štastnou hodinku a je můj :-) je nádherný..,2
tak vybráno by bylo.... teď jen na ty dárky ušetřit prachy :D,1
"je to škoda, nechápu proč by se mělo platit za stejnou službu místo 80 korun 133",0
to se mi nelíbí - copak vím který je poslední a stránka je v angličtině,0
"Mně jsou dva body na nic, takže si je klidně nechejte, nebo je dejte někomu jinému:)",1
tak jsem tu od rána nebyla a koukám že další fešáci jsou na světě a další se klube :))),1
"Zajímalo by me jestli u Vodafonu vědí ze je ošatka uplně trapná, nebo si vaznw myslej jak je to imba",0
"dobrý den, mám dotaz ohledně služby internet v mobilu, na jakou rychlost klesne internet po vyčerpání FUP na připojení EDGE.děkuji za info.",1
Klasika:-D Lidi budou prostě brblat pořád :-),1
Taky mám je to super :))),2
"Ano došli, jste zlatá. Poděkujte i své dceři. Díky moc :-)",2
Taky vím kde to je ale nejsem v Brně :D,1
Ti jsou fakt krásní <3,2
Mc´country jr??no tak to si dám líbit třeba hned třikrát :-P,2
Ano SMS mi dorazila ale stále mi nejde platit..,1
"Jedná se o verzi s reklamou, nebo bez?",1
samozrejme ze to nemuzete chtit zdarma bez nutnosti reklamace :D,1
Jo já byla 11 a sem ted 20 srát na to ;),0
"Jo mužete :D, apoň mi uděláte reklamu :D",1
"Dobrý den, teď jsem si zablokoval pin a neznám puk, nedá se to tady od vás zjistit?",1
nebyli by slevy na dětstské skluzavky....bez ní k tomu dětskému koutku manžel ani tchána nedokopu:-),1
A jo. Pomohlo to :-) Tak to jsem rád,2
mnam tohle od vás miluju,2
tak on je novy pracovnik vodafonu :),1
"Je kouzelná,brzy se ni přijdeme podívat.",2
zbytečně vyhozené peníze.,0
Navíc nyní již takové patálie odpadnou.,1
to je skvělá reklama moc se my líbí,2
"Já trošku nechápu, proč bych za to měl platit, když na www.freedrumlessons.com je to zadarmo a lepší.",0
U nás v Tescu už je a je vynikající.,2
"Dobrý den, chci se zeptat, jak odblokuji u modemu Huawei EchoLife HG622u, Wifi sít 554 (RTSP), aby šlo¨pouštět videa. Předem děkuji",1
"A reklama upozorńující na Twist volání za 2,50 přeci obsahuje Vojtova slova: ""Zadara bych nevolal :D """,1
česká verze je lepčí jak slovenská!! :-),2
"My Happy Meal nejíme, protože máme většinou hlad. :))",1
Na to neodpoví. Nesmí :) Doporučuji vyhledat na netu číslo na vyšší management a tam je seřvat :),0
"Dobrý den, chtěl jsem se zeptat, jak je to v tarifu Bav se s Mých Pět s Internetem v mobilu..?",1
"Stejně to hned smazali, srabi :)",0
možná:lenochod nebo medvěd,1
"Už mě to celkem štve,když se někomu snažím dovolat a dovolám se tak sám sobě !! :D",0
jasný ae o té váze si myslim svý i já ae jk může někdo guesse považovat za s....u od větnamců......,0
"Ondro, díky za mou odpověď na první otázku, ještě prosím o zodpovězení druhé položené...",1
my byli v neděli v solné jeskyni :-),2
Co je komu do toho? Pokud nerusi ve vyucovani..... :-),1
Nový výběh pro slony to je super! Miluji pražskou Zoo a právem patří mezi nejlepší na světě :-),2
"A dodatek - zda je efektivní tato reklama dle počtu hlasujících a vynaložené náklady se vyplatily, ví jen sám provozovatel. :-)",1
kdy se dočkají WP uživatelé..?,1
a je na světě :),1
super předem děkuji:-),2
Příroda déšť potřebuje. Den to vydržíme.,1
A kdo není XD Každý máme své lásky XD,1
"objednala jsem, uvidíme, ale věřím že krásně voní :-))",2
Ze naopak budou zvyšovat data a zdarma...,1
"Mám čepici, vyměnila bych jí za nějakou dobrotu pro mojí dvouletou dceru:)",1
"Když stojí 2l kofoly 30 korun v Albertu, tak si jí nekoupím ani já. :(",0
aká je cena?,1
fuj po ranu bych si nic tučného nedal,0
"kdybyste místo toho dali zpět klasický Chickenburger jen se sladkokyselou omáčkou, uděláte líp...ChB Fresh je nic moc...",0
O2TV přepnul jsem na kanál 19. TV 5 teď ve 20:50 a mám černou obrazovku. Kde je to slibované vysílání?,0
já bby sem šla do ameriky a postavila bych si tam vilu a koupila si porsche,1
to by mě zajímalo podle kterých map runner běhá? :-),1
"Byli jsme tam zrovna v sobotu minulý týden, škoda...",1
To je normální logika....lze jen souhlasit.,1
"To mě taky. Jedinou smsku se mi podařilo odeslat v době, kdy mi na pouhou minutu naskočila brána a dotyčná čeká na druhou část smsky. Marně.",0
óóó už se moc těším,2
"jujky,to je roztomilé :)",2
Já miluju zoo praha vždy 3 za rok tuto zoo navštěvuji vaše zoo je prostě nejlepší,2
"Nikdo se tě o moudra neprosil, blbečku",0
"Nespokojen! Proto tu taky jsem! Ne z toho důvodu, abych byl označován jako spokojený:D",0
tez jsem mohl otevrit FB driv nez jsem ji tu oriskovou lahudku snedl :D tipuji 24,1
"mám ... :-) .. nemyslím že klasická je lepší, ke každému pasuje něco jiného .. každá máme tu svou",1
"No ale o tom to je, přece. Přece mě zaměstnavatel nebude upozorňovat, že jsem přišla pozdě, když to sama vím :-)",1
1) Jak často voláte operátorovi? Já moc ne :-),1
"výběh gaviálů s bahenními želvami miluji, je to super..:oú",2
"Dobrý den, ukradli mi mobil. Co mám dělat když potřebuji novou sim kartu se stejným číslem?",1
ten je překrásnýýýýý :D jen ať pěkne mrzne ať se mu u nás líbí :D,2
no dnes večer hlídám psy a zítra asi na hody :)),1
cukrů dělá Hrdlička a né holubice :),1
Hodně štěstí děvčata.,2
jojojoj toasty bacon mnááám =)))),2
No já mám tarif Rodina a myslím si že zas tak špatné to není volat 5 lidech a sms a mms za 320 měsíčně...,2
A je to dost trapný systém,0
"Chybí mi 2 bodíky na čepici, prosím nezbyly někomu nějaké ? Budu vám hrozně moc vděčná. Moje IČ je: 1850684628",1
Tak co bude v České Lípě mekáč nebo jo? :D,1
"já vám řeknu kdy,až všichni odejdeme:D",1
14 dni jsem ji zrusila,1
"rozhodně áno, jen musím počkat, jestli se ke mně někdo přidá... :-)",1
"a zkus mit cokoladu rrrrada kdyz ji mas plnou pusu,to je jasna lada",1
"já vím, ale koupila jsem si jen 2 vouchery :-). chystám se v nejbližší době na jejich výbornou kaši a se slevou by to bylo ještě lepší...",1
mmm ten Versace taky po něm toužím :),2
Bylo by fajn kdyby byla restaurace i v podkrkonoší.,1
utíkám si je koupit,2
děkuju mockrát,2
"Jak rika kolega,koule jsou tam vzdycky",1
"Chtěla bych se zeptat, jestli plánujete akci na cvičení do expresky?? :-) Díky",1
Můžeme ho navštívit prniho Ledna???? :D,1
"Mohl bych se prosím výherců zeptat, jaký mají čas u odeslaného e-mailu? Děkuji",1
"Některé rady mě fakt pobavily, ale do fronty se nepřidam :)))",1
mě se líbí mě se líbí.,2
na výlet k vodě ale možná tak :-),1
ale to je příjemné utrácení...mňam :-),2
"Degustátoři ,hm asi jsou fialoví?",1
"Proč myslíte, že s tím bude něco dělat? Máte nějaké info?",1
ráda bych taky poslala fotku :-) jen prvně musím najít ten zatoulaný foťák :o),2
jj to jsem dneska videl kdyz jsem sel kolem ze to tam bylo a hend jsem dostal nerva ze uiz nejsou syrovy tydny...!!,1
Nokia 1100 a s přehledem...,1
"banda kokotů,at jdou doprdele.mě řekli,že u nich chyba není,že je chyba v netu.to určitě.mě net funguje.",0
No je to smutný ale je to pravda :D I Liška je v navigaci chytřejší než ty :D,0
jj mě taky nešel odeslat formulář s adresou :( tak tohle jsem nečekala :(,0
No konečně jsme se také v ČR dočkali;o)),2
"Čahouni to moc nejsou. Ať postoupí, co nejdál můžou. :-)",1
Klánovice bez datových přenosů :-/,0
:D prý kvalitní :D,1
Pomoči nepočebuju :-) Zadara v síti sice nevolám...ale skoro zadara do všech síti ano :-p,1
všechny mimina když se narodí nejsou jako buřti bože to nikdo neviděl čerstvě narozený tele...!!!!,1
koupil bych si vilu :-D bazén :-D,1
dobrý den chtěla jsem se zeptat jestli u dárku ktrý už byl za 1kč se tato akce může ukázat znova.Děkuji,1
"""Když jí miluješ, není co řešit""...",2
to rajče je na tom to nejlepší!:))),2
"má nejoblíbenější vinotéka v Praze, kterou všem velmi doporučuju (a bachy - houbičky nemají chybu a mizí z talířů nejrychleji !!!)",2
můžete mi zavolat ? 721 334 919,1
Romane o co ti jde? Že by někdo měl lepší auto než ty? Nebo PC? Proboha tak to těm lidem dopřej... vždyť je to prkotina :-),0
a pěstoval inu jenom tu květinu lééééékořiciiiii,1
Patrik: Coca Cola je horší a navíc není tak chuťově dobrá.,0
@Andrew Von Pikrt: Tak proč na ten názor reaguješ když Tě nezajímá... :D,0
a to ještě nevíš že pokud kredit nevyčerpáš do 3 měsíců bude pozastaven do dalšího dobití ;),0
"asi proto, ze neumite ani gramatiku... nebo mate opravdu pocit, ze tam pracuji jen same zeny?...",0
a měly být 4,1
Už jsem si to přečetla.....,1
"""mobil je od toho, by se s nim volalo, ne na hrani her"" ..Jirko Jirko, je čas se probudit !:D",1
"Jj, dobré je máte, sice jsem to jedl studené, protože byly nestíhačky, ale GOOD :D :D :D",2
No nechtěla bych tam mít ruku???,1
"Nedávno se mě borec zeptal, jestli chci colu ""tady nebo sebou"" :)).. asi přepracovanej.. :))",1
aby se naše děti uzdravili natrvalo a hlavně aby ten rok 2012 byl lepší než 2011 :-(,1
nejluxusnejsi parfem doufam ze jezisek nezapomene....,2
"Marie - taky jsem ""čaroval"", ale asi nás vyčoudili oba :-(",0
kdo tomu veril je dement :-D to je to samy jako s tema iphonama :D,0
jsem velice spokojená :-),2
Abych já pravdu řekl tak 3D nemusím ale je to na vás jak se rozhodnete,0
i bez reklam dokažu nabídnout lepši tarify..neříkam nejlepší..ale lepší než toto....,0
"Na záhon dej sloní lejno, růží, jahod sklidíš hejno! Kde ho koupit? AHA! Každý víkend v ZOO Praha!",1
Nemáte nějaké zkušenosti nebo názory na telefon: Vodafone 550 nebo Vodafone 555 Blue? Díky za názory! :-),1
"to posílají pěšky, pač mě psali před koncem září, že to bylo odeslané a do teď nic...",0
"Stepan Stepik: Proč čekat do vánoc a dotovat Vodafone, když stačí pohledat na internetu a dostanete mnohem více za nižší ceny...?",0
mentálové,0
"Šup šup, my Plzeňáci čekáme :)",1
Protože píšeš málo...jinak to chodí až po větším množství :o),1
vidíte vy...:DDD,1
"dobrý den, probíhá i akce v Rokytnici nad Jizerou????",1
Jojo.. zrovna jsem si jednu otevřel :-),2
ochutnala bych oboje :-),2
bude v srpnu nějaká nová akce? ty italský prázdiny mě nebaví... .),0
tož kurnáá zrovna ju chlastám :)),2
ani jeden :D ale kdyz uz tak HTC :),1
dost dobrý,2
šikovnej kiburi ano přesně,2
"No, vypuklo to a málem pukla celá zoo. :-D Ve středu jsem tam poprvé v životě moc dlouho nevydržela. :-) Nicméně opožděně všechno nejlepší!",2
ti jsou rozkošní.... jsou tak oškliví až jsou krásní...,2
"nechtěli by jste Rozsviť a vyhraj dát rošku výherní pořadí na víctý pokus?? Takto berou všichni o pul noci , o pul paté už není nic",1
Abych měl internet v zahraničí musel jsem tedy dočasně přejít na Internet v mobilu a budu tedy platit zbytečně za 2 tarify.,0
"V předchozím příspěvku jsem se ptal na mc menu... A teď se ještě zeptám, které menu mě doporučíte? Co vám chutná nejvíc?",1
Děti by tak v ranným věku mobily mít ani neměli!,0
"koukám, že se zase budu muset vydat na návštěvu:)",1
ste si dali na cas mam pocit ze pred rokem ste uz dali na net kupony uz na konci cervna,0
tak hodně štěstí... a někdy si vzpomeň :-),1
nic moc teda žádná vůně,0
"Tak to mě velmi mrzí, protože jsme tyto slevy vždy využívali",0
"Adam:Máš pravdu, tohle mě taky vždycky napadne!",1
Z aplikace jsem si stahla uz ranec vyhod! Super!,2
mám rada kolena na pivě.,1
tak mě to taky zamrzlo tak nám nezbývá nic jiného než si ji koupit.....chjo,0
tak kolik za to ať jsem první,1
5:3 pro čechy,1
A jak rád ♥,2
To je logické. Prece kdyz mam volne minuty tak nebudu posílat sms.,1
mnám dala bych si.. :))),2
může mi pro ten internet do mobilu dojít někdo jiný? předem děkuji za odpověď!,1
"Pražská ZOO je nádherná, chodím tam celkem pravidelně 2-3x do roka :)",2
"Na pustý ostrov rozhodně kravičky. :-D Jsou nejuniverzálnější, chutnají úplně každýmu....",2
"Ok, dá se to nějak zjistit jestli ho mají ve vankovce ?",1
hlavně že ne myšlení :-),1
"Hrozná profilovka Hanys, málem jsem si promáčk LCDčko když jsem chtěl tu mouchu sundat! :D",0
A dá se jeste fotit zítra? Dnes jsme to nestihli...,1
"@ Jitka: Třeba o ty peníze co si platí za službu, kterou nemůže využívat. To by šlo, ne? Nemusí se hned jednat o ušlý zisk!!!",1
ráda bych mrkla pod obal všech :-),2
Tohle je pěkné. Ještě jaké by to mělo inverzní barvy...,2
"zvládne to,určitě,palečky držím.",2
Ok super ja si to chtela jen ujistit..ja jich tam 22 :-) diky za odpoved :-),1
jááá - a některý už mám doma ;o),1
kofola s chemickou odpornou vanilkou.to vanilkova cocacola je o necem jinym.nechapu jak to mohli tak odflaknout,0
Já vám tedy taky paní Ivano pošlu pro děti ty čtyři co mi zbývají.Máte je tam:-)),1
"přeju hlavně hooodně spokojených ""požíračů"" čokolády jako jsem třeba já...VŠECHNO NEJLEPŠÍ!!!",2
Perdos Imos: To by nešlo...to by se nemohlo vyhrát 50 iphonů :D,1
"Jiste ze vymeni, to je pro ne to nejmensi ;)",1
dala bych si mekáče:-),2
přesně tak:-D,1
Nádherný :)!!!!!!!!!!!!,2
ten měla Káťa minulý rok a byl luxusní,2
"Sníh na stromě, a vypadá ako medvěd!!! :)) Nádhera",2
Dobrý den. Bude McDonald's v Havířově okres Karviná. Děkuji za odpověď,1
"Ondřej Šuhaj, já mám jen klávesnici na notebooku, nemám přídavnou a taky mi to nejde",1
měla jsem to ve švýcarsku a teda nic moc,0
"Taky myslím, že jsem viděl hezčí...",0
"Žádný olizování, radší si na ní pěkně pochutnat :-D",1
vůbec o tom nepochybuji...budu přímo nadšená!!!!..už se těšííííím,2
Děje se to i u mě. Nesmím mít zapnuté automatické přihlášení...zvláštní.,1
jediná podmínka je u kasy zaplatit ;) sou volně prodejné.. a dokonce tam u nich leželi i ty hvězdičky a stromečky svítící :),1
Lidi od zítra vám začnu zřizovat internety od T-mobile takže se těšte:),1
co přesně je ta limitovaná edice? Objednával jsem u vás přes operátora a přišli mi bez sluchátek,1
Bylo to super!!A skvělej průvodce:),2
Fup alespoň 600 mega základní,1
proč mi nejdou pozvat přátelé?,1
ale jinak děkuji za zprovoznění,2
Je opravdu nádherná :) Příjměte obrovskou gratulaci,2
"Mirek: u nás by si to nikdo nedovolil, a manažeři by to ohlídali.. ! za to ručím",1
