text,label
A co od vás missky dostanou?zájezd nebo něco tak?,1
"jj,už jsem to asi pochopil,vy to jen tipujete podle nicků, jestli tomu člověku je nebo není už 18 let :)",1
iPad/víkendový pobyt/levnější lyžování :),1
Krásná nabídka určitě jeduuuuuu :))),2
"vole, miro, to se ví, že je to cover, tos vobjevil ameriku...",0
Po shlednuti 3 videi to mozne je jelikoz youtube si dost cucne.,1
"hlavně ať pustí tu reklamu!!! - já nemusím, já už ho vidím! hihi, to už je kultovní, tradiční, to k předvánočnímu času patří! :)",2
Jsou luxusní jak jinak taky :))),2
Je to na letišti v Příbrami? Můžete to někdo potvrdit?,1
TESCO Havířov,1
Moc a moc děkuji za výhru !!! :o),2
"Je vidět, že se tomu věnují! Je to tam moc hezké. Doporučuji všem, ale pokud možno ne ve vedru.",2
"neumite cist??"" konkrétní místa nezveřejňujeme""...co to asi znamena??",0
v prodeji to už je tuším od pondělí ... v Tescu jsem ji viděl,1
já mám signál ok ;),2
"Dobrý den, chtěla jsem se zeptat jestli by nebyla možná nějaká akcička na let balonem???Nikol",1
jste sprostí zloději vaše 3G sít nemá žádné pokrytí a máte brutálně drahý internet vodafon má levné internetové tarify a nejvyší pokrytí 3G,0
dneska došel :),2
měli jsme tě moc rádi Tatuuuuu!!!!,1
Dobry den uvažujete o posílení signalu 3G ve Velké Bíteši? Pár metrů od centra padá signál do EDGE a jsou i ulice kde signal 3G neni vubec.,1
"Doba evidentně pokročila - dřív se stály fronty na banány, dneska se stojí na ""jabka"" =oD",1
"zahradní salát je dobrý, nápoj, ovocný sáček, shake, ovocná taštička je dobré:D Prostěě vše je oka:D",2
"to by me zajimalo kdo to dela?!a nikdy sem takovej problem nemel..no co,tohle nema smysl",0
hned bych je brala,2
"To zírám - jak jste na ten postup vůbec přišli? Nejdřív voda, pak zima a sucho, pak horko, pak zase voda... úžasné :)",1
"Jak zjistím jestli mám pořád aktivní výhodu volání za 3,50 a sms za 1,50? Díky za odpověď",1
"..Kofola-Když ji miluješ,není co řešit ;D",2
"Dnes mi výhra dorazila,to si zase dám do nosu děkuji",2
"Čekám na vaši PŘÍMOU reakci, NECHCI žádnou politicko-diplomatickou odpověď.",0
A neplanujete tady nejakou soutez jako byla minuly rok?,1
Mě ho postavte před barákem. :),1
"není trošku mimo, že ostatní kraje byli až po poledni a jihomoravský dáte už před dvanáctou? díky, zkazili ste mi radost!",0
"ježíííš ti jsou malinkatí, hihi ...nádherní :-))",2
přesně to se sem hodí... Never say no to panda.... a místo sýra kofola :D,1
čísla napíšu prosím večer až budou děti spát i s adresou. díky.,1
"klidně upeču, ale až postaví dům, strom zasadil, ale zplodil dceru :) :)",1
"Ivo, mně jedou všechny HBO programy...",1
ten je opravdu nádherný .,2
"a mít předplacenou kartu Na míru,hlavně",1
Já to zvládnu delučníčku :DDDDD,1
Je to zdarma ?,1
"Tyhle poukazy jsem nikdy nepochopil. To už můžu dát dotyčnýmu radši tisícovku a nebude omezenej tím, kde si musí dárek koupit. :-)",0
to bych taky rád věděl :),1
"Obzvlášť, když za ní jde kameraman, to je pak naprosto nenápadná ;)",1
"Já jsem si jí koupila k narozeninám..opravdu nádherná vůně, která dlouho vydrží.",2
Jedním slovem SUPER,2
Na ADSL aplikují to samé ...,1
Já jsem posílal téměř hned po zadání na FB a nic :D Vodafone nás šulí :))),0
já jsem taky spokojen :)),2
Bez peněž do Applestoru nelez :-),1
úplně vidím naši Nessie,1
"no, to je kouzelný drobeček",2
"Když už, tak co takhle sekce pro offline aplikace?",1
"..jak je možné,že ještě nemáte stránky T-zones v poho?Nechcete snad říci,že nestíháte..jestli ano,změním raději operátora.. ;)))",0
Mám S3 z volného prodeje a pořád nic...,1
Kdo založil tenhle profil?:),1
Chrochtálkovic band,1
zrušil bych vám podobné dementní reklamy !!!,0
"Dobře, zkusím, díky za rychlou odpověď.",2
nejlepčejší byli poldinky :o(,1
"chci odeslat SMSku na slovenské telefonní číslo, jak na to? číslo je: 7039",1
A co třeba připravit se na zimu a zajistit slevu na permanentky na hory??,1
a o to jde :)),1
"pokuta naskocila do faktury omylem pri nastaveni slevy, kterou jsme spolecne domluvili...vyreseno omluvou a dobropisem",1
"Zrovna sem se chtěl zeptat na to samý :D Prej nefunguje 2G a máme si přepnout na 3G, vtipálci :D",0
My sme Kofolníci :D :D,1
"Dobrý den, chtěl bych se zeptat jestli se někde dá zjistit číslo přípojky online.? Děkuji..",1
ty jsou ňuňavý...:-),2
"75? Nějak moc, ne?",0
"Taky mi chybí jenom ""R"" a ""X"", koupím nebo veměním, pište do zpráv",1
"Četla sem ""po víkendu spát v robotě"" a říkala sem si, že je fajn, že nejsem jediná. A ono je to všechno jinak.. :-)",1
A o která města se bude jednat? To bude zveřejněno později?,1
nové logo je příšerné!!!!!,0
"Mam otazecku,jak funguji ty slevove kupony v mobilni aplikaci..diky za odpoved vsem kdo mi odpovi .-)",1
"mozna byste mohli zminit, ze dnesni spolecnost Alcatel ma s puvodni stejny jen nazev ;-)",1
"klasika, ticho po pěšině..... :-((",0
"Ano, ale s vypnutymi zvuky",1
"já jsem zastánce funkčnosti software, takže Apple :)",1
"Ani vlastně nemělo jak. K přihlášení do Alba musím zadat tel. číslo a právě to heslo, které nevím, jak získat.",1
dneska jsem měla... naprosté GO (gastro orgasm) !!! <3 <3 <3,2
"Moje oblíbená značka, jo,jo...to kdyby někdo nevěděl co mi koupit:-)",2
"Dobrý den, nebudete někdy v blízké době opakovat akci s botami Mel? Díky!",1
"je sice hezké, že máte podporu i v noci - psal jsem Vám 23.10.2010 10:48 a do dnešního dne nemám odpověď",0
"Dobrý den,chci se zeptat jestli nemáte náhodou v plánu otevření McDonalda v Prostějově v Olomouckém kraji?",1
Česká verze je lepší :D,2
Mě by se líbila kofolácká ozdobička na stromek =oD,1
Ja taky a nic... co tam měl být?,1
Já bych jsem si Vás zase přála v Domažlicích....do Plzně je to daleko :-),1
Přemýšlím kam ho pověsit.,1
"Ono by bylo dobré, kdyby tohle jste napsali zde na fb. Chci si teď dokoupit FUPku, no a bohužel mám teď úplně smůlu.",0
"Mě také ještě nefunguje, mohli byste to opravovat rychleji?? 7hodinový výpadek je opravdu vrchol už! děkuji",0
"Tvoje chyba, že neumíš číst!!! Poklona!!!",0
"Kez by O2 nekdy zaslalo k fakture O2 kupon do CineStaru... Jsem sice Blue, ale ostatni jsou take Blue a dostavaji kupony pravidelne",0
"Jo plavání super nápad, co takhle něco v Brně?",2
"Querida, Quicha, Quacha a Qinny:) Tahle jména u mě vyhrávají :)",2
Za 250kc takovy peklo?? Cesko teda suxx,0
Milan Peršan Masluk: k zaměstnancům se chovaj dobře,1
Ty zvířata se zblázněj z těch vyjevených turistů ..,0
"Tak s tím s Vámi souhlasím, proto je mi divný, že u Vodafone a O2 běží původní záruka a tady mi říkají, že zcela nová.",1
jasiju taky koupím lepší je ta to čená kofola,1
Toho znám. To je Rain man. Počítá rozsypaná párátka po zemi...,1
"Dobrý den, marně hledám v ""Můj T-Mobile"" možnost platby vyúčtování kartou. Nemám to v přehledu vyúčtování ani nikde jinde.",1
"KDyby stál do 5tis. tak možná,, ale stojí bezmálá třikrát tolik :D:D , to si raději zajedu na dovolenou :))",0
"ja taky, protoze stranky zoo se mi ani nacist nechtely",1
To je bobánek!!! Krásnááá... ;),2
"Zkoušela jsem to, ale opět to po mně chtělo zadat zámek karty SIM, co mám prosím udělat?",1
krásná vůně :-),2
já prosím pro děti do školky na tabulky 1621437754,1
Už zase leze...,1
"Chápu, že je asi finančně nereálný tam dát originály, ale ten jeden cover, co sem ani radši nedoposlouchala, je fakt falešnej. :)",0
a kdy budeme znát výsledky?,1
Kačenka Kačenková Nováková:já musím být Vostrá když lžou,0
Tak to bohužel nevím,1
já mám radost a velikou :***,2
hodně síly do života a zdravíčko :o),2
můj tip je partogenetické rozmnožování,1
"Já mám I,B,P,O,A,T,C,P,N,G,E tak kdyžtak napište.",1
"výborně, až někdy pojedu z LBC do Prahy, tak se stavím, kde přesně??",1
"Děkuju, po dlouhé době zase něco vyhrávám :))",2
proč to vzdycky poserete tím masem?:D,0
"gratulujeme k novým varánkům, naše nejmilejší zoo, a už se na ně moc těšíme ""live"" =o)",2
"Burberry sem, Burberry tam :)...nechcete hodit do akce třeba Burberry Brit sheer? Najkrásnější vůně :)",2
Uz v pozaadku. Jsem v kontaktu s panem. Cekam na nabidku,1
"kočky,fuj já radši pejsky",1
přeji krásnou dobrou noc,2
"Co se týče vyúčtování, bylo mi přislíbeno, že za tento měsíc za internet platit nebudeme, tak doufám, že to tak bude",1
děkuji za odpověd..=),2
Já určitě Milka Choco Wafers,1
Dobrá káva a McDonald nejde dohromady!,0
teplejší slogan by nebyl??,0
"S touhle kabelkou budu vypadat,že mi manžel zabalil jen to nejnutnější a vyhodil mě.... :-)",1
debile ted sem kvuli tobě na ňu dostala chuť:D,1
Ku.va ja mam chut na cokoladu.,1
Nenašla by se nějaká sleva na stříhání pejsků v praze???,1
"Dobry den,mam jenom dotaz,zda se Tmo CZ v nejblizsi dobe chysta uvolnit aktualizace pro BlackBerry?",1
"kondomy ze slevomatu, co tohle je za dobu :-)",1
lepší koooču jsem v životě nevidela:-D,2
"ježiš marja ta je nádherná,prošla jsem hodně zoo v čr,ale takhle krásnou čičinu nikde neměli..super",2
Tak to fakt nepotřebuju. :-D,1
Prej žádné léto nebude jen pršet :)),0
"Pokud dodáte potřebné info, tak problém nevidím :-)",1
"A když si ten tarif dám,a nebude mi vyhovovat,,dá se příští měsíc zase zrušit?",1
reklama na bylinkovou kofolu je to nejhloupější co jsem kdy viděla.,0
jen aby se mu při tý kofolonisaci nepřehřála plasma...,0
Kam se ztratilo kolo štěstí?,1
Péťo a to nemužeš dát nějaký příspěvek z Plzně ?? :O,1
Naprosto skvělé.... :D,2
Ženatý se závazky :D ;-),1
to už bude zase sněžit... :-D,1
to mám ! :D ale jako že bych to používala :D,1
chtěl bych se zeptat kdy vypustíte aktualizaci androida na xperia go,1
Jde to vyjádřit i slušně.,1
"No jo, není tady, asi pro změnu kope někde za O2 :-)",1
"á :// u nás to nemají nikde,ani v kauflandu ani v albertu a do hrušky se teprve pujdu podívat :((",0
tento den tedy oslavím biftekem a tatarákem :D,1
Ornagutani dostávají oblečení pro Enričmen(Tedy pro zabavení).,1
ahoj petro.tak to jo.tak dík za informaci..,1
"Ja mam 2358 a vic uz nedam , nejdou mi zvatt pratele , tak zase mam smulu na aplikaci :-/",0
"Já. Pokud přijde konec světa 21.12., tak to nemá cenu a když ne, tak 22.12. valím nakupovat :D",1
kdypak bude nový lví samec? :-),1
A jěště nemá jméno? Tak vítej u nás Prcku...,1
neuvěřitelný...krásný odpolední odpočinek :))♥,2
Já bych chtěla na tabulky pro děti do školky prosím 1621437754 Díky moc,1
"Na jedné prodejně?? Četl jsem pravidla, stačí kraj, o prodejnách nebyla ani řeč",1
Tam jsem byl na vojně,1
"mam takovy pocit, ze tady ti nikdo nepomuze, jestli ti muzu doporucit zavolej si na operatora",1
mucík hned by se nesl,2
odejděte....,0
"neee, to já ji už chciii:-) kde už je? Tesco, Spar? Albert?...",1
nejkrásnější ♥,2
"Tester Burberry Brit Sheer má jako jeden z mála víčko. Mám ho doma sice z jiného e-shopu, ale předpokládám, že je to všude stejné:-)",1
"Potrebuju poradit, jsem mimo ČR a nejde mi internet v tel.?",1
Díky a chystají se v budoucnu nějaké nové televizní kanály?,1
"Já sem v Mc pracoval, radši k tomu nebudu mít připomínky, jelikož by tam už asi nikdo nechodil :D",0
"Dobrý den, kde je tedy ta vánoční nabídka? Předplacenky na mysli nemám. Děkuji",1
"Děkuji. Napíši, jak jsem nakonec dopadl.",1
Kamenný obchod se nachází v Praze :),1
"volal jsem za 1,25Kč/min a teď mají min. za 5 Kč to je dle mého 4x dražší,tedy o 400 %",0
myslim že jsem dostal chuť na kofolu jdu si pro ni :),2
"je okouzlující, dlouho vydrží, ale po druhém flakonu mi zůstala na poličce v pozadí...Snad zas na zimu :d",2
Fakt moc děkuju! :),2
Mladá prskala že to nemá WP7 ale já ji to vysvětlil že Android je nej :D,1
"Jupí, radujte se, veselte se ... do 24 hodin budete vědět, že je to chyba se kterou vám nikdo nepomůže :D",0
"to by T-Mobile CZ mohlo vyjít draho, protože toto je klamání zákazníka",0
"A to je právě ta velká zlodějina..Platím paušál, mám právo na počet zaplacených minut. Nehorázné!!!",0
Ty jsou krasny :-),2
chtěla jsem se zeptat na internet do mobilu za dobití jak to funguje děkuji :o),1
"Krásná holka,musim se na ní a ostatní zvířátka zase zajít podívat.Loni tam bylo nádherně!!!",2
Jako nezlobila bych se... :-D,1
"jestli jste si nevšimly, tak na ceduli byl zákaz pánských plavek ne dámských :-)",1
Děkuji moc za odpověď. Přeji krásný májový den.,2
Tady je zase někdo moc chytrej...,0
A co stávající zákazníci? Na ty z vysoka prdíte?,0
"no jo, tučková ...",1
"bohužel, měla jsem doma jen čokoládu... ale degustuju poctivě!",1
"Prostě a jednoduše si to tady zákazníci nechají líbít s tím, že prej na to maji. Je to tu samá masírka, tak co bys chtěl.",0
Tak tuhle stejnou mam zrovna vedle sebe... Je to zlaticko...:-),2
"Až se přijedeš kouknout do Austrálie, tak tě navedu, kde jí tady sehnat :D",1
"Když je to z 50 let tak by to mohlo bejt aspoň za 50,-",1
"Bánov 1,6 sněhové přeháňky, taje",1
K.CH: vymysli něco lepšího ;),0
"budou, v září.",1
to doufám!!,1
"6 měsíců před vypršením smlouvy, podle mě už nyní lze uzavřít",1
lepší než J. LO. ;-),1
ňufínek malinkej :o)),2
kurňa už je to dva roky co sem ji měl na posled,1
prosím pošli mi je chybí mi ID: 1630586128,1
No a nebo se na to vyšlou lidé a přestanou s takovou soutěžit.,1
a nechapem ako moze niekto napisat zene pod fotku s parfemami ze asi smrdi ze ich ma tolko no to je nevkusne,0
to jsou kriplove,0
"jujuuuuuj to je šmudlík :) ještě by to chtělo sobí mimiško, mimo jiné gratuluji a at je hlavně zdravoučkej",2
Dana Pačandová: Jéééé a teď jsou všichni co měli vyšší skore jak vy podvodníci. Bez důkazů bych se takových to vyjádření vyvaroval. :P,0
"A smutné je,že ani NEVÍ co jsou to premium SMS :(",0
do nejbližší hooospooody na kofolu! :),2
"Email poslán, prosím co nejdříve poslat, at vím co a jak",1
Ty oci jsou nadherny :),2
"ano, v čr se to věšelo tak před 4-5ti lety.",1
"Krásné zvíře, krásná fotka",2
ste nejlepší firma,2
paráda. snad nový přírůstek brzo navštívíme. Už teď se na to moooc těším,2
Chudáček....,0
Hodně štěstí médové .-)!,2
"moooc, a hned si jednu koupim",1
"Díky za dokument z ""orlosupí"" cesty do Alp. Krásné a poučné.",2
Už jí mám a je super!!!,2
"Já používám Facebook.A i diky vynikajícímu paušálu od Vodafonu i v mobilu.Jste nejlepší,mobilní operátor v ČR",2
To jsi koupim :-D :-D,2
Mate i jiny jmena ?,1
"Dobře, ZOO Praha :) Dobrý projekt!",2
Marku málo málo jelikož jsem kody vyhazovala tak mam asi 15 bodíku,1
"jak pásek funguje technicky? to sem na stránkách nenašel. myslim tim, jestli je to vlastně jako lampička do zásuvky, or what) dík",1
Taky mi nejvíc voní bílá... :-),2
Hodně štěstí a plno potomků :),2
tak ten parfem je mojeho manzela no proste jednicka,2
"Stejně, nejhezčí je ta šestá.",2
že si to koupíš..:D...mam to co píšu,1
"cokoliv potřebuju přes stránky udělat, tak mě to odhlásí, fakt pecka :)",0
"spíš jde o to, že napíšou na tabulku do školy/školy a přitom to chtějí pro sebe ne?",1
"Dle mě je krevetový wrap lepší než byl beef, ale můj názor je jasný - crispy je lepší :D",2
"Pochybuju, že je to soutěž pro studenty, byl jsem tam ve 14:47 a nikde nikdo. :(",0
Už telefonuji,1
cca před rokem na Mácháči. :DD,1
mám sreen obrazovky pro potřebu že to tak opravdu je,1
to bych si nechala líbit takovou snídani,2
"Dobrý den, děkuji.",2
Ach jo :'( Mně to nefunguje...,0
"Neví někdo kdy byl slevomat založen? Celkem by mě zajímalo jak dlouho to trvá,než se ušetří třista mega :-D",1
"když psa miluješ, není co řešit!",1
Kijivu je březí.. :)),2
"nevsadím, protože vím, že 100% prohraju :-D",1
"hmmm hezky se to řekne, když Mekáč v Trauči není:(((",0
kuře u meka nežeru,0
"Tomáś Řepka, dá ale musíte si stáhnout jiný prohlížeč.",1
"Martine díky!!! Právě odesláno, zkopírovala jsem stejný dotaz, co jsem vložila sem pro snadnější hledání. Díky",2
"Že by to byl Pražák ve Václavě? Určitě tam měl můůůj milovaný Oskárek první prodejnu, než mi změnil logo ...",1
"kdy mám a mohu vypovedět smlouvu paušálu s platností smlovy do 23,3,2014.děkuji za odpověď! :o)",1
jo stejně tak jako ve Vyškově! ;),1
"Dobrý den, znáte již cenu 16Gb verze IPHONE 5? A zda-li budou kousky již 28.září dostupné i na Jihlavské pobočce.. Děkuji....",1
"Souhlasím. Logičtější by bylo vyjmenovat zbylé země, pro které to neplatí :D:D:D:D:D (Doufám, že jsem nedal T-mobilu návod :D)",1
"Děkujeme i když ráno není moc hezké.Je zatažené a pršavé,chladné...",1
"kdyby ses nechtěl stěhovat do Thajska, mohl jsi napsat Ježíškovi",1
nejkrásnější reklama :D,2
ať jsem dělala co chtěla tak přes webku mi to nešlo :-(,0
"JADORÉ OD DIOR, nádherná vůně, nemůžu ji však používat, vždy mě rozbolí hlava, velká škoda !!!!",2
"jeste k tomo huawei, mel sem ho v obalu, tak snad se mu.nic nestalo, cose vubec stane kdyz se podchladi ?",1
"jj dobře, děkuji",2
Námluvy a předehru bych teda vynechala,1
"Nice! Jak dlouho bude akce trvat, prosím?",2
"Bechutnala,ale pry palivejsi. Dala bych si kdyz uz ..tak bez ty pikantni omacky..)",1
dobry den mně také ještě e-mail nepřišel..,1
jaká je nejmenší garantovaná rychlost internetu u tarifu OPTIMAL. Diky RK,1
no přece číííííííííííízeee,1
MD: a přišel ti odkaz c2a.cz/darek ?,1
Výborně!!! Gratuluji!,2
Zrovna sem 2l vytáhla z mražáku! Nádhera! :D,2
Chotěboř ! :) Ještě ať něco zbyde :D,1
hezky holky.),2
Katy Kopecká se jen tak nedáme :)))),1
Prý kupon :D tak to mě dorazilo :D,1
Slevomat hmm zajimalo by me o jaky rezim jde. stejnou vec chceme mit na prodluzovani domen nasich zakazniku,1
za to nemůžu že mě baví chodit do kina,1
v prodejně po mně chtějí novou smlouvu na poskytování služeb :(,0
a jak či kde mohu tipovat?,1
"Milka nech si navzdy tak dobra, jak si teraz! :)",2
žůůůůžoooo :P :DDDDDDDDDDDDDD,2
Polární medvěd,1
"jj, ta holčička vypadá, že vážně proživá skvělé chvilky",1
u nás?:D asi nikdy,1
"Nad ostatními budeš čnít, budeš-li sloní výkal mít",1
"doufám že nejen pro iOS a Android, ale i pro WP ;)",1
jednoznačně OLIVER !!!,1
Jak to ze v Pardubicích nefunguje GSM TEDY nedá se volat a nikdo se nedovolá?,1
"A babička ho má taky od o2? Pokud ne, tak ať ho zkusí vrátit ona, třeba budou vstřícnější...:)",1
Dneska jsem ho viděla na vlastní oči. Je opravdu roztomilej :-),2
"Za 109kč byste se nikde takhle nenažrali,tak nevim co tady řešíte :-D",2
"Díky, Anděl mám znatelně blíž :)",2
čokoládová masáž?:),1
Je někde k nalezení tabulka skokanu ?,1
to vypadá dobře,2
hlavne ze uz tam nejsou dva big macy to bylo hrozny..,0
Lidi nedělejte mi chutě :-))),1
Gratulujem a krásný život přejem :-),2
"Rodinný domek, k němu auto, bazén a chladící sklad na kofolu :))",1
"hm je to nefér,.. tak jako my z menších měst fakt nemáme šanci,.. :-(",0
jednoznačně cheesecake :-),2
Horac: terba jsem taky pokrytec. A ke vsemu navic jeste kastrat.,0
"Ještě bych prosila odpověď, co se týká té druhé karty - s těmi sms .Děkuji.",1
tak ale zase + žes dostal alespon toho Tastyho,1
Co je na kuponu 1 a 2? A není teďka knížka nějak moc chudá (nějak mě tam nic nezaujalo)?,0
"Popíjím:-), ale v pekle bude hůř, co se toho vedra týká :-))",1
Přejeme vše nejlepší do nového roku všem zvìřátkům a hlavně zaměstnancům naší oblíbené ZOO <3,2
kdyby byla bez kofeinu...:-),1
"tahle vůně je neskutečně sladká, možná se k ní zase vrátím Davidoff je Davidoff :-D",2
"Dyť ty parfémy voní úplně jinak, než voní ve skutečnosti....",0
"Tak za necelou hodinu řekl bych, prostě jsem to zkusil a vyšlo to. Díky pejskařům a Vodafonu za fajn dárek :)",2
my se chystáme do Zoo v Praze zítra :) a už semm moooooooooocccc těšííímm !!!,2
co se dá míchat s kofolou?,1
"no kdyby jste to povlečení opravdu moc chtěli, tak se dá koupit na německé milce :)",1
"pěkné,vkusné..:))",2
"gratuluji k narozeninam ,a mame Tě moc radi nam všem chutna a nejvic manželovi,on u nas nejvetši dětatko:)",2
Tomáš: na t-mobilu je kolem 13 000 :-) :-D,1
"nejede v Brně ani Boskovicích. Soukromě to neřeším, ale v práci je to dost průšvih :-(",0
vy ste ale koumaci teda,0
dal bych všechno na švýcarský konto a žil jenom z úroků :D,1
"To víte, problém je u externího dodavatele :(",1
kazdymu kdo tak hrozne tu je i v noci by mohla dat zoo zdarma vstup :)))))))))),1
Do kdy se dá prosím koupit permanentka za 1200Kč?? Díky Jana,1
Luhačovice 0°C trošku sněží - konečně zima a snížek :-),2
jen tak dál :-)),2
Nedává se do rtů náhodou kolagen? Botox je IMHO na vrásky.,1
Ale vegoš je bez masa a místo toho je salát ;),1
"Jo, taky mi to nejde",1
To je můj sen :-),2
Zeby galaxy y za kačku:-),1
ty jsou kráááásný :o),2
nechápu takovýhle magory pokud vám nedala vaše stará a musíte to někde ventilovat pište to přeba na stránky ODS,0
Odolnost a výdrž,1
@Hrušková Péťa: a co ta sleva?,1
"Kofník=(kofola,čuník)",1
nějaké plastový SGS 3 prodávat budou ale iPhone 4S ne?!,1
"..a kdy bude avizované LTE v Ml. Boleslavi, co??",1
je takový nevýrazný ... chtělo by to nějaký zajímavý dressing :),0
"jsem přesvědčená, že jim to vyjde,u nás je hodně mláďat, tak proč by to nevyšlo, že? :-)",1
"i na Ladronce... Když je o něco takový zájem, že dotazy na to už obsluhu štvou, tak jen hloupý manager (nebo majitel) se tomu nepřizpůsobí",0
728939096 bylo to v červnovém vyúčtování cca 4min,1
i kdyby byl o litr levnější u vás tak ho tam nekoupím a jsem zákazník O2,0
Hnětel mě dostal :-D,1
"Dobrý den, prosím můžete mi říct do kdy mám u Vás zvezek na mobilní připojení k netu IČ 70881782 děkuji Petr",1
"ježíš, to je krása!!!!",2
Ta je nádherná!!!,2
"zářídila bych si novej domeček, koupila auto, pár dalších věciček a zbytek bych si nechala na horší časy.. :D :D",1
"Děkuji za přání , exlusivně zabalený a superrychle doručený balíček!Potěšil a udělal obrovskou radost♥",2
"Vivat ceska gastronomie. Nikdy bych na slevomatu nekoupila steak, odvazim se maximalne na pizzu. 10 leta praxe v oboru me naucila ;)",0
Tak to nemá chybu to je nádhera :-),2
"Koupeno, konečně něco pro mě :-D",2
"Přiznám se, že o Star Treku vím kulový, ale tahle debata mě pobavila. Díky :))",2
Hlavně aby to bylo ZDARMA!,1
Nejkrásnější den v roce?Snad nejkrásnější období v roce :-)))),1
"ok, díky :)",2
múžu se zeptat jestli až ty knížky projdou budete dělat nové před děkuji za odpověd,1
Petr: :D Měl směřovat :D,1
krásné malé pískle :),2
Dobrý den potřebu zaplatit o2TV a internet ale vy jste mi zaslali sms jen s částkou a variabilním symbolem. ještě by to chtělo číslo účtu.,1
"už ti tady někdo odepisoval, že to je uplně jedno..",1
tuto vůni jsem dostala od manžela a je fakt perfektní,2
hm pěkná sbirka,2
"Bohužel se nám návštěva ZOO moc nevydařila,zvířátka nějak v ten den stávkovala nebo co:-(",0
"zrovna tak je to s těmi extra výhodami, jejich účtování, podvody a oblbování zákazníků to je O2",0
"Dobrý den, chtěl bych se Vás zeptat jak mám postupovat v případě reklamace Vašich nabízených služeb děkuji",1
"No Hani já nevím,ono od 13h jednoho dne do 12h druhého dne je pořád jeden den. Teda aspoň u mě,ale nevím jak u Tebe:-).",1
"Zdravim vsechny , nevite proc neni soutez o kofomobily taky v decinskem okrese ?",1
"Tak co stalo se dříve nebyly žádné sítě ani mobili, tak se nepo...te, Aspoň je vidět jak je společnost zavyslá na technice.",0
"Kofolou se prázdniny spíše končí, aby se potom ve škole radši nic nepoznalo :D:D:D",1
"ty jsou líný, ty neskáčou :o)",1
...taková už já jsem.....,1
Tak já se nedivím ničemu - to jen MISTŘI Velenští zúročují svoji letitou dřinu!!! Moc blahopřejeme !!!,1
nesnáším měkký Vánoce,0
Eva - tak to mu gratuluju a přeju hodně zdraví stejně jako všem dalším oslavencům.,2
"Zkoušela jsem to z počítače, napsalo mi to chybu tak jsem poslala email",1
drzi to jak keby to sla pochovat :D,1
"no nic, tak si k tomu čekání otevřeme Milku (kterou jsem měla až na večer no..)",1
"Zdravím, tento týden jsme byli v zoo a viděli jsme, že jeden levhart měl vzadu na levé straně hřbetu zranění, nevíte někdo, co se mu stalo?",1
málo komunismu.. :D,1
"........... pamatuji si to z dětství , docela jsem se u toho bavil a namachroval , :)",2
jé to je v Ostravě Porubě :),1
Tak jak se těšíte na kuponové letáky od 5.9 ? :),1
Dal bych si :P,2
opravdu nádherná zvířata:-*,2
Budete připraveni mi na Liberecké pobočce v Pražské ulici vyměnit SIM kartu na Nano SIMku pro iPhone5?,1
Jen do nich Péťo :D Zlatý O2)),1
Aspoň něco dnes pozitivního ...,1
"chybí tam funkce smazat záchod, takaže když se někdo uklikne, tak budete hledat marně a to by pak mohlo špatně dopadnout :D",1
"Aplikace na Appstoru koukam schvalena :) uz ji vidim... Tak snad zaslete jeste jeden pro iOS, na ten android mi to je k nicemu.. :)",1
ten je hnusný jak pes,0
Kolo štěstí už není?,1
Pierce měl vždycky nokiu :'(,1
to si asi nebyla na muzeu :-) tam se to nevejde ani do skladu :-),1
"příjemný servis :-), díky",2
Hlavně už začínám chytat celkem nerva.,0
já ještě neochutnala tak nemůžu rozhodovat :(,1
"nehádejte se.. Je to skvělý,komu to nechutná at to nežere:))",2
"Dobrý den,můžete mi prosím poradit jak zrušit uvítací melodii. Díky Vlasta",1
"investoval bych, dokoupil bych výbaveni k foťáku, jel na barcelona - plzeň a na dovolenou",1
Z bláta do louže?,0
mám všechny :),1
Skořicovou kofolu ? dáreček ke každému balení ? kofola v plechovce ? nová reklama na kofolu ?,1
vanilková je nejlepší :),2
vy jste teda kamoši.... :D,1
dostala jsem ho na vánoce od bráchy :),2
Slevy jsou parádní. Akorát by to chtělo více slev pro Plzeň. A jinak jako sleva by byl dobrej taky třeba bazén - aquapalace Praha třeba.,2
však už ji mám bezpečně vedle sebe :),1
A nemůžeme si o ni taky zahrát?,1
Tak to by se mi teda moc líbilo taková postýlka s výhledem prostě paráda .... dobrou noc taky všem :))),2
"Dobrý den, prosím Vás kdy konečně bude zapnut Váš systém.??!!od rána mi nefunguje telefon a neustále čekám a pořád nic...",0
už je docela pozdě na otázku dne =D,1
Já mám iPhone a nejde to!,0
Ať žije kofola bez ní by nebyl život.,2
"Všechny jsou pěkné, ale ten anděl je nejlepší. :)",2
Mám taky podobnýho :D Asi stejně velkýho a krásnýho... Nová tapetová dekorace :D Ale stále funguje jako předtím :D,2
A mohu vědět s jakou konkrétní situací jste se v McD setkal?,1
"já si koupim MILKU a nepotřebuji chutnat, mně chutná a vy svýma soutěžema jděte do prdelovic milky",0
slevomat potřebuje nahonit návštěvnost stránek nebo já nevím na co čekají...,0
"Aha, nechtějí se mi otevřít pravidla, tak nevím, že to skončilo.",1
myslim ze mizi 2000tis fotek se nasli lepsi nez vsechny 3:)),1
Hlavne neoznacovat :D,1
Romanka Kunderová to asi proto že to bylo možné do včerejší pulnoci,1
